Why did you leave but didn’t tell me?,1
Lauren can play the guitar better than Mike.,1
"Doubtless it still exists, but only the thief knows where it exists.",0
"Some wanted to hire the woman who worked on Greek, and others wanted to hire the woman who worked on Albanian.",0
"""Shippers are saying `the party's over, '"" said Mr. LaLonde. ""Shippers won't be able to look for transportation-cost savings as they have looked for transportation-cost savings for the last eight or nine years.",0
They are worth more because they pay higher interest than newly issued bonds do.,1
And neither can your pilot.,1
"But car-happy Americans panicked, and so did the U.S. panik and other oil-consuming governments panik.",0
Charles scratched his arm and Devin did too.,1
I like tea and you like coffee.,0
"Two of three Japanese employees submit suggestions to save money, increase efficiency and boost morale, while only 8% of American workers do.",1
This bill simply says that if you want to develop property on a barrier island you have to do so without taxpayer support.,1
Clark J. Vitulli was named senior vice president and general manager of this U.S. sales and marketing arm of Japanese auto maker Mazda Motor Corp.,0
"Paris shares had a similar reaction, but most other European bourses posted gains, as did all major Asian and Pacific stock markets post gains.",0
"Lauren can play the guitar and Mike can, too.",1
"IF IN VITRO fertilization works, it usually does work after only a few tries.",0
She will sell sea shells and he will too.,1
"If the University had actually known it was those three, it would for very consistency's sake have told how it knew it was those three, and not stopped with the mere assertion that it was those three.",0
"Susana did not read War and Peace, but Maria did.",1
"Although Mr. Azoff won't produce films at first, it is possible that he could do produce films later, the sources said.",0
"It probably would, because few or none of the people upset by Mr. Mason's remarks have bothered to distinguish between the substance of his comments and the fact that he used insulting language.",1
"But 70% of the cable-television-equipped households that watch news do watch news between 6:30 p.m. and 7 p.m., the network discovered, so CNN wants in.",0
Sounds great--or does it sound great?,0
"Oh, am I dreaming? Am I drunk—or is my hearing playing me false? Why, I would rather go to — never mind where I would rather go.",0
"Traditional no-loads made their money by charging an annual management fee, usually a modest one; they imposed no other fees, and many still don't impose other fees.",0
"Why did Sam call, and why did Bill call too?",0
"Sit down again, and let me explain why.",1
"""He would,"" agrees the chairman.",1
"The shortcomings of delaying the reward, as Sen. Roth and Sen. Robert Packwood (R., Ore.) propose, is that it may not boost savings much and, if it does boost savings, it may widen deficits in the future.",0
The National Association of Manufacturers settled on the Hoosier capital of Indianapolis for its fall board meeting.,0
John loves Mary and Peter Kate.,1
"But just as every previous NSC adviser has mulled, Gen. Scowcroft now will have to mull at what point the NSC staff becomes too lean and too restrained.",0
"Pizza Hole is being inspected, isn’t it?",1
"Although preliminary findings were reported more than a year ago, the latest results appear in today's New England Journal of Medicine, a forum likely to bring new attention to the problem.",0
"But even if he agrees, Mr. Kemp doesn't write the nation's housing law--Congress does write the nation's housing law.",0
"Big cyclical companies are using ""all the tricks they can use to stabilize earnings,"" says Mr. Sloan.",0
"Revenue-short states also are becoming more aggressive pursuers of tax delinquents, and perhaps none tracks them down with more relish than does New York since it acquired an $80 million computer system in 1985.",1
"Workers described ""clouds of blue dust"" that hung over parts of the factory, even though exhaust fans ventilated the area.",0
"Boober should have eaten, shouldn’t he have eaten?",0
"John always tried to finish reading a book in the evening, and Mary a newspaper.",1
I caught the first train before you caught the second.,1
"American Brands ""just had a different approach,"" Mr. Wathen says. ""Their approach didn't work; mine is.""",1
John loves Mary and Peter loves Kate.,0
"Until Congress acts, the government hasn't any authority to issue new debt obligations of any kind, the Treasury said.",0
"If President Bush loses at the court, it might be disappointing, as Morrison v. Olson was for the Reagan administration.",1
Ramada has said it hopes to propose a new restructuring plan but hasn't indicated when it will do propose a new restructuring plan.,0
"Mary has bought a car, but Carl hasn’t/has not bought a car.",0
"Susana did not read War and Peace, but Maria did read War and Peace.",0
The thrift holding company said it expects to obtain regulatory approval and complete the transaction by year-end.,0
"Despite recent declines in yields, investors continue to pour cash into money funds.",0
Why did you leave but didn’t you tell me?,0
"No light there; the house all dark—which made me feel sorry and disappointed, I didn’t know why it made me feel sorry and disappointed.",0
Poland produces about 20 times more soot and five times more sulfur dioxide and solid waste per unit of gross national product than does Western Europe.,1
"Susan works at night, and Bill too.",1
"Lorillard Inc., the unit of New York-based Loews Corp. that makes Kent cigarettes, stopped using crocidolite in its Micronite cigarette filters in 1956.",0
"The House has voted to raise the ceiling to $3.1 trillion, but the Senate isn't expected to act until next week at the earliest.",0
"Because he did the first two, she is going to do that last three problems.",1
Mr. Bush has pledged as well to respect the 14-year-old executive order barring U.S. agents from assassinating foreign leaders or helping others to do so.,1
"If you want me to help you, I will help you.",0
"If he does not set things straight, he will help realize Madison's fear in The Federalist No. 48 of a legislature ""everywhere extending the sphere of its activity and drawing all powers into its impetuous vortex.""",0
Environmental concerns are beginning to have as much influence in oil-industry spending plans as the price of crude does.,1
"Exports in October stood at $5.29 billion, a mere .7% increase from a year earlier, while imports increased sharply to $5.39 billion, up 20% from last October.",0
"If he brings his dog, I'll bring mine too.",1
"I want to try to begin to write a novel, and Mary to try to begin to write a play.",0
"When WCRS created Della Femina McNamee out of the merger of three smaller agency units in 1988, it said it did so in order to attract larger clients, especially packaged-goods companies.",1
I am ashamed that I ignored you.,0
They did not say why.,1
"If President Bush loses at the court, it might be disappointing, as Morrison v. Olson was disappointing for the Reagan administration.",0
The U.S.S.R. would prolong a suspension of arms shipments to Nicaragua after the February election if the U.S. did likewise with its allies in Central America.,1
"She will high-five Daniel, but she won’t high-five Samson.",0
Susan likes her big red fish with a stripe and Tom likes his big red fish with a stripe too.,0
"Simon quickly dropped the gold, and Jack quickly dropped the diamonds.",0
He was particularly happy that they would broadcast eight Chiefs games and eight games with the Jets.,0
"Sophie barks at racoons in the morning, and Sophie at squirrels, too.",1
"Barry could be drinking by now, couldn’t he be?",1
"Punching away, we raised what I still think were all the right issues and we landed more than one hard blow, but at the end of the affair, there was just the tiniest nagging worry that we had been aiming at the wrong target.",0
"Mr. Good, who documents these things as best he can, provides an official explanation in the form of a memorandum from Chief of Staff George C. Marshall to President Roosevelt: ""1,430 pounds of ammunition,"" he wrote his commander in chief, were expended on ""unidentified aircraft,"" flying at speeds as slow as 200 mph and elevations between 9,000 and 18,000 feet.",1
"In 1980, 18% of federal prosecutions concluded at trial; in 1987, only 9% did.",1
Jill likes your story even though she hates Bill's story.,0
"But the magazine was slower than its competitors to come up with its regional editions, and until last year offered fewer of them than did competitors.",1
"Even though he skipped one, he did do the rest of the tasks.",1
"Yes, but Jack saw more horses than Eric saw.",1
"She gave the dog a bone, and she gave the man a flower.",0
John can.,1
"Mary was studying all night, and I should have been, too.",1
"So why does Renaissance's computer like stocks with the Dow at 2653.28, where it closed yesterday, when it didn't with the Dow at 2200?",1
"Punching away, we raised what I still think were all the right issues and landed more than one hard blow, but at the end of the affair, there was just the tiniest nagging worry that we had been aiming at the wrong target.",1
"So does Mr. Friend and his law partner, Nick Nichols get to cuff Mr. Alexander.",0
"Should I do it, or should you do it?",0
"But 70% of the cable-television-equipped households that watch news do so between 6:30 p.m. and 7 p.m., the network discovered, so CNN wants in.",1
"""They continue to pay their bills and will do so,"" says Ms. Sanger.",1
"If President Bush fails to do so veto appropriations acts in his first year, he will invite Congress, for the remainder of his presidency, to rewrite Article II of the Constitution to suit its purposes.",0
"A buffet breakfast was held in the museum, where food and drinks are banned to everyday visitors.",0
He also had to fight harder for credibility than his partner did.,1
"Sam likes his apple pie with vanilla ice cream, but Alex likes his with whipped cream.",1
Compound yields assume reinvestment of dividends and that the current yield continues for a year.,0
Anne arrived before three o’clock yesterday and Susi left after four o’clock yesterday.,0
"Investors can get slightly higher yields on deposits below $50,000 than they can get yields on deposits of $90,000 and up.",0
"The governor couldn't make it, so the lieutenant governor welcomed the special guests.",0
But we're not making as many pyrotechnic devices as we used to make pyrotechnic devices.,0
