"Adults under age 30 like sports cars, luxury cars, convertibles and imports far more than their elders do.","Adults under age 30 like sports cars, luxury cars, convertibles and imports far more than their elders do ___."
"Both Dr. Mason and Dr. Sullivan oppose federal funding for abortion, as does President Bush, except in cases where a woman's life is threatened.","Both Dr. Mason and Dr. Sullivan oppose federal funding for abortion, as does President Bush ___, except in cases where a woman's life is threatened."
Henk lives in Leiden and Chris in Delft,Henk lives in Leiden and Chris ___ in Delft
I visited everyone who you did.,I visited everyone who you did ___.
"Now it has --especially for people my age.""","Now it has ___--especially for people my age."""
"Jim has been observed by me, and Tom by you.","Jim has been observed by me, and Tom ___ by you."
"Even if baseball triggers losses at CBS--and he doesn't think it will --""I'd rather see the games on our air than on NBC and ABC,"" he says.","Even if baseball triggers losses at CBS--and he doesn't think it will ___--""I'd rather see the games on our air than on NBC and ABC,"" he says."
"Many felt Hearst kept the paper alive as long as it did, if marginally, because of its place in family history.","Many felt Hearst kept the paper alive as long as it did ___, if marginally, because of its place in family history."
"Moreover, the Japanese government, now the world's largest aid donor, is pumping far more assistance into the region than the U.S. is.","Moreover, the Japanese government, now the world's largest aid donor, is pumping far more assistance into the region than the U.S. is ___."
"""France opened the limit down, off at least 10% if you could calculate the index, which you couldn't,"" Mr. Clark, the Shearson trader, said early in the afternoon. ""Spain is down 10% and suspended, Sweden's down 8%, Norway 11%.","""France opened the limit down, off at least 10% if you could calculate the index, which you couldn't ___,"" Mr. Clark, the Shearson trader, said early in the afternoon. ""Spain is down 10% and suspended, Sweden's down 8%, Norway 11%."
"Boober should have eaten, and Squeaker should’ve, too.","Boober should have eaten, and Squeaker should’ve ___, too."
Jill likes your story even though she hates Bill's.,Jill likes your story even though she hates Bill's ___.
"A daily news briefing from the company librarian, for example, would have a distinctive format on the screen, just as a paper version would have.","A daily news briefing from the company librarian, for example, would have a distinctive format on the screen, just as a paper version would have ___."
"Peter was talking with someone, but I don’t know whom.","Peter was talking with someone, but I don’t know ___ whom ___."
The pro-choice lobby doesn't.,The pro-choice lobby doesn't ___.
"Goodwill planned to sell the property and pocket the proceeds, as it had in many similar cases.","Goodwill planned to sell the property and pocket the proceeds, as it had ___ in many similar cases."
I couldn't talk with her as I would with someone who had a lot of vocal training.,I couldn't talk with her as I would ___ with someone who had a lot of vocal training.
"As Mr. Noriega's political troubles grew, so did his offers of assistance to the Contras, an apparent attempt to curry more favor in Washington.","As Mr. Noriega's political troubles grew, so did his offers of assistance to the Contras ___, an apparent attempt to curry more favor in Washington."
I visited everyone that you did.,I visited everyone that you did ___.
"While rights fees head skyward, ad rates won't.","While rights fees head skyward, ad rates won't ___."
"Ah, but he will.","Ah, but he will ___."
"Frank grovels a little for the bookers, probably no more or less than he would have to if he worked for a big corporation.","Frank grovels a little for the bookers, probably no more or less than he would have to ___ if he worked for a big corporation."
"The question is, if group conflicts still exist (as undeniably they do), and if Mr. Mason's type of ethnic humor is passe, then what other means do we have for letting off steam?","The question is, if group conflicts still exist (as undeniably they do ___), and if Mr. Mason's type of ethnic humor is passe, then what other means do we have for letting off steam?"
"Some ate bread, and others rice.","Some ate bread, and others ___ rice."
"I want to try to begin to write a novel, and Mary to write a play.","I want to try to begin to write a novel, and Mary ___ to write a play."
"Just as Pope John Paul II did in Seoul last week, President Bush and members of Congress ought to tell Mr. Roh in no uncertain terms that this kind of behavior is unacceptable.","Just as Pope John Paul II did ___ in Seoul last week, President Bush and members of Congress ought to tell Mr. Roh in no uncertain terms that this kind of behavior is unacceptable."
It is widely expected that they will.,It is widely expected that they will ___.
"And I said, 'You will.'","And I said, 'You will ___.'"
"IF IN VITRO fertilization works, it usually does so after only a few tries.","IF IN VITRO fertilization works, it usually does so ___ after only a few tries."
"Yes, and it sets him to sighing and saddening around, and there’s something the matter with him, he don’t know what.","Yes, and it sets him to sighing and saddening around, and there’s something the matter with him, he don’t know what ___."
"It may seem trivial to worry about the World Series amid the destruction to the Bay Area wrought by Tuesday's quake, but the name of this column is ""On Sports,"" so I feel obliged to do so.","It may seem trivial to worry about the World Series amid the destruction to the Bay Area wrought by Tuesday's quake, but the name of this column is ""On Sports,"" so I feel obliged to do so ___."
"Shearson, Merrill Lynch and Goldman Sachs say they do so only for customers, however.","Shearson, Merrill Lynch and Goldman Sachs say they do so ___ only for customers, however."
"Jeremy’s restraining order hasn’t already expired, has it?","Jeremy’s restraining order hasn’t already expired, has it ___?"
"Susan works at night, and Bill too.","Susan works at night, and Bill ___ too."
"Ivan plays krummhorn, Boris fluegelhorn, and Schwarz bassethorn.","Ivan plays krummhorn, Boris ___ fluegelhorn, and Schwarz ___ bassethorn."
But a spokesman said the quake won't have as big a financial impact on Allstate as Hurricane Hugo did.,But a spokesman said the quake won't have as big a financial impact on Allstate as Hurricane Hugo did ___.
"Lauren can play the guitar, and Mike the violin.","Lauren can play the guitar, and Mike ___ the violin."
"Sue is hungry and Peter is, too.","Sue is hungry and Peter is ___, too."
"So why does Renaissance's computer like stocks with the Dow at 2653.28, where it closed yesterday, when it didn't with the Dow at 2200?","So why does Renaissance's computer like stocks with the Dow at 2653.28, where it closed yesterday, when it didn't ___ with the Dow at 2200?"
"Mary has bought a car, but Carl hasn’t/has not.","Mary has bought a car, but Carl hasn’t/has not ___."
"""Shippers are saying `the party's over, '"" said Mr. LaLonde. ""Shippers won't be able to look for transportation-cost savings as they have for the last eight or nine years.","""Shippers are saying `the party's over, '"" said Mr. LaLonde. ""Shippers won't be able to look for transportation-cost savings as they have ___ for the last eight or nine years."
"Max seemed to be trying to begin to love Harriet, and Fred Sue.","Max seemed to be trying to begin to love Harriet, and Fred ___ Sue."
You've either got a chair or you don't.,You've either got a chair or you don't ___.
"If he needed a screwdriver, I reckoned I knowed why.","If he needed a screwdriver, I reckoned I knowed why ___."
